| TestBigMoney                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:45:14:45:25                       | TestBigMoney                                                                  | TestBigMoney()                                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:45:14:45:25                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:45:14:45:25                       |
| TestBigMoney                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:45:14:45:25                       | bd                                                                            | bd(String)                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:100:31:100:32                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:100:46:102:5                      |
| TestBigMoney                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:45:14:45:25                       | <clinit>                                                                      | <clinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:45:14:45:25                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestBigMoney.java:45:14:45:25                       |
| TestCurrencyMismatchException     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      | test_new_nullnull                                                             | test_new_nullnull()                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:56:17:56:33      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:56:37:62:5       |
| TestCurrencyMismatchException     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      | test_new_GBPnull                                                              | test_new_GBPnull()                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:47:17:47:32      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:47:36:53:5       |
| TestCurrencyMismatchException     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      | test_new_nullEUR                                                              | test_new_nullEUR()                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:38:17:38:32      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:38:36:44:5       |
| TestCurrencyMismatchException     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      | test_new_GBPEUR                                                               | test_new_GBPEUR()                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:29:17:29:31      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:29:35:35:5       |
| TestCurrencyMismatchException     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      | TestCurrencyMismatchException                                                 | TestCurrencyMismatchException()                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      |
| TestCurrencyMismatchException     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      | <clinit>                                                                      | <clinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyMismatchException.java:23:14:23:42      |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_toString                                                                 | test_toString()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:707:17:707:29                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:707:33:710:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_equals_false                                                             | test_equals_false()                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:698:17:698:33                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:698:37:704:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_equals_hashCode                                                          | test_equals_hashCode()                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:681:17:681:36                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:681:40:695:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_compareTo_null                                                           | test_compareTo_null()                                                                             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:676:17:676:35                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:676:39:678:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_compareTo                                                                | test_compareTo()                                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:657:17:657:30                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:657:34:673:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_toCurrency                                                               | test_toCurrency()                                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:651:17:651:31                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:651:35:654:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getSymbol_TMT_UK                                                         | test_getSymbol_TMT_UK()                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:639:17:639:37                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:639:41:648:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getSymbol_Locale_JPY_Japan                                               | test_getSymbol_Locale_JPY_Japan()                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:627:17:627:47                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:627:51:636:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getSymbol_Locale_USD_France                                              | test_getSymbol_Locale_USD_France()                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:615:17:615:48                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:615:52:624:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getSymbol_Locale_USD_UK                                                  | test_getSymbol_Locale_USD_UK()                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:603:17:603:44                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:603:48:612:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getSymbol_Locale_GBP_France                                              | test_getSymbol_Locale_GBP_France()                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:591:17:591:48                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:591:52:600:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getSymbol_Locale_GBP_UK                                                  | test_getSymbol_Locale_GBP_UK()                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:579:17:579:44                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:579:48:588:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getSymbol_TMT                                                            | test_getSymbol_TMT()                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:567:17:567:34                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:567:38:576:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getSymbol_JPY                                                            | test_getSymbol_JPY()                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:555:17:555:34                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:555:38:564:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getSymbol_GBP                                                            | test_getSymbol_GBP()                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:543:17:543:34                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:543:38:552:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_isPseudoCurrency_XXX                                                     | test_isPseudoCurrency_XXX()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:537:17:537:41                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:537:45:540:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_isPseudoCurrency_JPY                                                     | test_isPseudoCurrency_JPY()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:531:17:531:41                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:531:45:534:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_isPseudoCurrency_GBP                                                     | test_isPseudoCurrency_GBP()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:525:17:525:41                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:525:45:528:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getDecimalPlaces_XXX                                                     | test_getDecimalPlaces_XXX()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:519:17:519:41                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:519:45:522:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getDecimalPlaces_JPY                                                     | test_getDecimalPlaces_JPY()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:513:17:513:41                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:513:45:516:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getDecimalPlaces_GBP                                                     | test_getDecimalPlaces_GBP()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:507:17:507:41                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:507:45:510:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getCurrencyCodes_GBP                                                     | test_getCurrencyCodes_GBP()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:498:17:498:41                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:498:45:504:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getNumericCode_GBP                                                       | test_getNumericCode_GBP()                                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:492:17:492:39                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:492:43:495:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getNumeric3Code_XFU                                                      | test_getNumeric3Code_XFU()                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:486:17:486:40                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:486:44:489:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getNumeric3Code_AMD                                                      | test_getNumeric3Code_AMD()                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:480:17:480:40                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:480:44:483:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getNumeric3Code_ALL                                                      | test_getNumeric3Code_ALL()                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:474:17:474:40                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:474:44:477:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_getNumeric3Code_GBP                                                      | test_getNumeric3Code_GBP()                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:468:17:468:40                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:468:44:471:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_serialization_invalidDecimalPlaces                                       | test_serialization_invalidDecimalPlaces()                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:449:17:449:55                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:449:76:465:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_serialization_invalidNumericCode                                         | test_serialization_invalidNumericCode()                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:430:17:430:53                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:430:74:446:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_serialization                                                            | test_serialization()                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:416:17:416:34                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:416:55:427:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofCountry_String_unknownCurrency                                 | test_factory_ofCountry_String_unknownCurrency()                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:406:17:406:61                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:406:65:413:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofCountry_String_nullString                                      | test_factory_ofCountry_String_nullString()                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:401:17:401:56                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:401:60:403:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofCountry_String                                                 | test_factory_ofCountry_String()                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:395:17:395:45                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:395:49:398:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_of_Locale_unknownCurrency                                        | test_factory_of_Locale_unknownCurrency()                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:385:17:385:54                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:385:58:392:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_of_Locale_nullLocale                                             | test_factory_of_Locale_nullLocale()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:380:17:380:49                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:380:53:382:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_of_LocaleUS                                                      | test_factory_of_LocaleUS()                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:374:17:374:40                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:374:44:377:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_of_LocaleUK                                                      | test_factory_of_LocaleUK()                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:368:17:368:40                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:368:44:371:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_int_tooLong                                        | test_factory_ofNumericCode_int_tooLong()                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:358:17:358:54                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:358:58:365:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_int_negative                                       | test_factory_ofNumericCode_int_negative()                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:348:17:348:55                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:348:59:355:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_int_unknownCurrency                                | test_factory_ofNumericCode_int_unknownCurrency()                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:338:17:338:62                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:338:66:345:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_int_1char                                          | test_factory_ofNumericCode_int_1char()                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:332:17:332:52                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:332:56:335:5                  |
| TestCurrencyUnit                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:38:14:38:29                   | test_factory_ofNumericCode_int_2char                                          | test_factory_ofNumericCode_int_2char()                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:326:17:326:52                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/TestCurrencyUnit.java:326:56:329:5                  |
