| MoneyFormatter                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatter.java:33:20:33:33              | MoneyFormatter                                                                | MoneyFormatter(Locale, MultiPrinterParser)                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatter.java:81:13:81:26              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatter.java:81:77:86:5               |
| MoneyFormatter                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatter.java:33:20:33:33              | <clinit>                                                                      | <clinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatter.java:33:20:33:33              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatter.java:33:20:33:33              |
| MultiPrinterParser                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          | toString                                                                      | toString()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:83:19:83:26          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:83:30:107:5          |
| MultiPrinterParser                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          | parse                                                                         | parse(MoneyParseContext)                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:73:17:73:21          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:73:50:80:5           |
| MultiPrinterParser                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          | print                                                                         | print(MoneyPrintContext, Appendable, BigMoney)                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:65:17:65:21          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:66:32:70:5           |
| MultiPrinterParser                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          | appendTo                                                                      | appendTo(MoneyFormatterBuilder)                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:58:10:58:17          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:58:50:62:5           |
| MultiPrinterParser                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          | isParser                                                                      | isParser()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:54:13:54:20          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:54:24:56:5           |
| MultiPrinterParser                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          | isPrinter                                                                     | isPrinter()                                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:50:13:50:21          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:50:25:52:5           |
| MultiPrinterParser                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          | MultiPrinterParser                                                            | MultiPrinterParser(MoneyPrinter[], MoneyParser[])                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:45:5:45:22           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:45:72:48:5           |
| MultiPrinterParser                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          | <clinit>                                                                      | <clinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MultiPrinterParser.java:29:13:29:30          |
| SingletonPrinters                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     | toString                                                                      | toString()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:391:23:391:30     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:391:34:393:9      |
| SingletonPrinters                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     | print                                                                         | print(MoneyPrintContext, Appendable, BigMoney)                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:385:21:385:25     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:386:36:388:9      |
| SingletonPrinters                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     | SingletonPrinters                                                             | SingletonPrinters()                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     |
| SingletonPrinters                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     | <clinit>                                                                      | <clinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:381:25:381:41     |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | toFormatter                                                                   | toFormatter(Locale)                                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:284:27:284:37     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:284:54:291:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | toFormatter                                                                   | toFormatter()                                                                                     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:266:27:266:37     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:266:41:268:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendSigned                                                                  | appendSigned(MoneyFormatter, MoneyFormatter, MoneyFormatter)                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:230:34:230:45     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:231:96:237:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendSigned                                                                  | appendSigned(MoneyFormatter, MoneyFormatter)                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:202:34:202:45     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:203:77:205:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | append                                                                        | append(MoneyPrinter, MoneyParser)                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:177:34:177:39     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:177:83:179:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | append                                                                        | append(MoneyFormatter)                                                                            | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:162:34:162:39     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:162:67:166:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendLiteral                                                                 | appendLiteral(CharSequence)                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:144:34:144:46     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:144:70:150:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendCurrencySymbolLocalized                                                 | appendCurrencySymbolLocalized()                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:132:34:132:62     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:132:66:134:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendCurrencyNumericCode                                                     | appendCurrencyNumericCode()                                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:119:34:119:58     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:119:62:121:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendCurrencyNumeric3Code                                                    | appendCurrencyNumeric3Code()                                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:108:34:108:59     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:108:63:110:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendCurrencyCode                                                            | appendCurrencyCode()                                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:96:34:96:51       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:96:55:98:5        |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendAmount                                                                  | appendAmount(MoneyAmountStyle)                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:83:34:83:45       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:83:71:87:5        |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendAmountLocalized                                                         | appendAmountLocalized()                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:66:34:66:54       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:66:58:69:5        |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendAmount                                                                  | appendAmount()                                                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:52:34:52:45       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:52:49:56:5        |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | MoneyFormatterBuilder                                                         | MoneyFormatterBuilder()                                                                           | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:42:12:42:32       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:42:36:42:37       |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | appendInternal                                                                | appendInternal(MoneyPrinter, MoneyParser)                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:248:35:248:48     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:248:92:252:5      |
| MoneyFormatterBuilder             | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | <obinit>                                                                      | <obinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:33:20:33:40       |
| Singletons                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:294:25:294:34     | toString                                                                      | toString()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:375:23:375:30     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:375:34:377:9      |
| Singletons                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:294:25:294:34     | Singletons                                                                    | Singletons(String)                                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:370:17:370:26     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:370:45:372:9      |
| Singletons                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:294:25:294:34     | <clinit>                                                                      | <clinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:294:25:294:34     | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/MoneyFormatterBuilder.java:294:25:294:34     |
| SignedPrinterParser               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         | toString                                                                      | toString()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:104:19:104:26       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:104:30:106:5        |
| SignedPrinterParser               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         | parse                                                                         | parse(MoneyParseContext)                                                                          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:66:17:66:21         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:66:50:101:5         |
| SignedPrinterParser               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         | print                                                                         | print(MoneyPrintContext, Appendable, BigMoney)                                                    | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:58:17:58:21         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:59:32:63:5          |
| SignedPrinterParser               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         | SignedPrinterParser                                                           | SignedPrinterParser(MoneyFormatter, MoneyFormatter, MoneyFormatter)                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:50:5:50:23          | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:51:96:55:5          |
| SignedPrinterParser               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         | <clinit>                                                                      | <clinit>()                                                                                        | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/main/java/org/joda/money/format/SignedPrinterParser.java:29:13:29:31         |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_toString                                                                 | test_toString()                                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:817:17:817:29      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:817:33:820:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_notEqual_absValue                                                 | test_equals_notEqual_absValue()                                                                   | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:809:17:809:45      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:809:49:814:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_absValue_true                                               | test_equals_equal_absValue_true()                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:800:17:800:47      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:800:51:806:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_absValue_false                                              | test_equals_equal_absValue_false()                                                                | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:789:17:789:48      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:789:52:797:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_notEqual_forcedDecimalPoint                                       | test_equals_notEqual_forcedDecimalPoint()                                                         | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:781:17:781:55      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:781:59:786:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_forcedDecimalPoint_true                                     | test_equals_equal_forcedDecimalPoint_true()                                                       | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:772:17:772:57      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:772:61:778:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_forcedDecimalPoint_false                                    | test_equals_equal_forcedDecimalPoint_false()                                                      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:757:17:757:58      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:757:62:769:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_notEqual_groupingSize                                             | test_equals_notEqual_groupingSize()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:749:17:749:49      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:749:53:754:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_groupingSize                                                | test_equals_equal_groupingSize()                                                                  | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:740:17:740:46      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:740:50:746:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_notEqual_groupingStyle                                            | test_equals_notEqual_groupingStyle()                                                              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:729:17:729:50      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:729:54:737:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_equal_groupingStyle                                               | test_equals_equal_groupingStyle()                                                                 | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:716:17:716:47      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:716:51:726:5       |
| TestMoneyAmountStyle              | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:32:14:32:33        | test_equals_notEqual_groupingChar                                             | test_equals_notEqual_groupingChar()                                                               | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:708:17:708:49      | file:///home/ali/Documents/AlphaTrans/cleaned_reduced_projects/joda-money/src/test/java/org/joda/money/format/TestMoneyAmountStyle.java:708:53:713:5       |
