| MooringPosition                                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:188:17:188:31                             | BerthingData                           |
| new Supplier<NavigationStatus>(...) { ... }                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:80:32:80:53                                 | PositionReport                         |
| new Supplier<NavigationStatus>(...) { ... }                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:80:111:80:193                               | PositionReport                         |
| new Consumer<NavigationStatus>(...) { ... }                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/LongRangeBroadcastMessage.java:70:56:70:88                      | LongRangeBroadcastMessage              |
| new Consumer<NavigationStatus>(...) { ... }                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:80:56:80:88                                 | PositionReport                         |
| new Supplier<ManeuverIndicator>(...) { ... }                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:146:32:146:61                               | PositionReport                         |
| new Supplier<ManeuverIndicator>(...) { ... }                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:146:127:146:212                             | PositionReport                         |
| new Consumer<ManeuverIndicator>(...) { ... }                       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:146:64:146:104                              | PositionReport                         |
| new Supplier<WeakReference<CommunicationState>>(...) { ... }       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:157:51:157:74                               | PositionReport                         |
| new Supplier<WeakReference<CommunicationState>>(...) { ... }       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:159:51:159:74                               | PositionReport                         |
| new Supplier<WeakReference<CommunicationState>>(...) { ... }       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:189:51:189:74               | StandardClassBCSPositionReport         |
| new Supplier<WeakReference<CommunicationState>>(...) { ... }       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:191:51:191:74               | StandardClassBCSPositionReport         |
| new Consumer<WeakReference<CommunicationState>>(...) { ... }       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:157:77:157:111                              | PositionReport                         |
| new Consumer<WeakReference<CommunicationState>>(...) { ... }       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:159:77:159:111                              | PositionReport                         |
| new Consumer<WeakReference<CommunicationState>>(...) { ... }       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:189:77:189:111              | StandardClassBCSPositionReport         |
| new Consumer<WeakReference<CommunicationState>>(...) { ... }       | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:191:77:191:111              | StandardClassBCSPositionReport         |
| new Supplier<CommunicationState>(...) { ... }                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:157:134:157:196                             | PositionReport                         |
| new Supplier<CommunicationState>(...) { ... }                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/PositionReport.java:159:134:159:195                             | PositionReport                         |
| new Supplier<CommunicationState>(...) { ... }                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:189:134:189:196             | StandardClassBCSPositionReport         |
| new Supplier<CommunicationState>(...) { ... }                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/StandardClassBCSPositionReport.java:191:134:191:195             | StandardClassBCSPositionReport         |
| new Supplier<IMO>(...) { ... }                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ShipAndVoyageData.java:78:32:78:40                              | ShipAndVoyageData                      |
| new Supplier<IMO>(...) { ... }                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ShipAndVoyageData.java:78:85:78:150                             | ShipAndVoyageData                      |
| new Consumer<IMO>(...) { ... }                                     | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/ShipAndVoyageData.java:78:43:78:62                              | ShipAndVoyageData                      |
| new Supplier<MooringPosition>(...) { ... }                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:25:32:25:52                               | BerthingData                           |
| new Supplier<MooringPosition>(...) { ... }                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:25:109:25:203                             | BerthingData                           |
| new Consumer<MooringPosition>(...) { ... }                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:25:55:25:86                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:45:32:45:55                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:45:115:45:207                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:49:32:49:54                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:49:113:49:205                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:53:32:53:58                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:53:121:53:213                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:57:32:57:59                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:57:123:57:215                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:61:32:61:60                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:61:125:61:217                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:65:32:65:62                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:65:129:65:221                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:69:32:69:62                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:69:129:69:221                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:73:32:73:57                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:73:119:73:211                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:77:32:77:55                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:77:115:77:207                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:81:32:81:54                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:81:113:81:205                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:85:32:85:57                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:85:119:85:211                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:89:32:89:66                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:89:137:89:229                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:93:32:93:60                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:93:125:93:217                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:97:32:97:60                               | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:97:125:97:217                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:101:32:101:58                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:101:121:101:213                           | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:105:32:105:55                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:105:115:105:207                           | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:109:32:109:54                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:109:113:109:205                           | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:113:32:113:68                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:113:141:113:233                           | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:117:32:117:69                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:117:143:117:235                           | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:121:32:121:72                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:121:149:121:241                           | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:125:32:125:73                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:125:151:125:243                           | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:129:32:129:68                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:129:141:129:233                           | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:133:32:133:67                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:133:139:133:231                           | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:137:32:137:59                             | BerthingData                           |
| new Supplier<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:137:123:137:215                           | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:45:58:45:92                               | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:49:57:49:90                               | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:53:61:53:98                               | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:57:62:57:100                              | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:61:63:61:102                              | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:65:65:65:106                              | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:69:65:69:106                              | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:73:60:73:96                               | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:77:58:77:92                               | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:81:57:81:90                               | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:85:60:85:96                               | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:89:69:89:114                              | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:93:63:93:102                              | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:97:63:97:102                              | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:101:61:101:98                             | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:105:58:105:92                             | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:109:57:109:90                             | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:113:71:113:118                            | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:117:72:117:120                            | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:121:75:121:126                            | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:125:76:125:128                            | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:129:71:129:118                            | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:133:70:133:116                            | BerthingData                           |
| new Consumer<ServiceStatus>(...) { ... }                           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:137:62:137:100                            | BerthingData                           |
| new Predicate<MooringPosition>(...) { ... }                        | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:206:25:206:45                             | MooringPosition                        |
| new Predicate<ServiceStatus>(...) { ... }                          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/BerthingData.java:226:29:226:49                             | ServiceStatus                          |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:33:32:33:66     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:33:137:33:238   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:37:32:37:77     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:37:159:37:260   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:41:32:41:91     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:41:187:41:288   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:45:32:45:68     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:45:141:45:242   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:49:32:49:80     | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:49:165:49:266   | ExtendedShipStaticAndVoyageRelatedData |
| new Supplier<SolasEquipmentStatus>(...) { ... }                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/aismessages/src/main/java/dk/tbsalling/aismessages/ais/messages/asm/ExtendedShipStaticAndVoyageRelatedData.java:53:32:53:68     | ExtendedShipStaticAndVoyageRelatedData |
