| EdgeWrapper                                                                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/main/java/org/apache/commons/graph/flow/DefaultMaxFlowAlgorithmSelector.java:42:32:42:42                | DefaultMaxFlowAlgorithmSelector      |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledEdge>(...) { ... }                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/scc/KosarajuSharirTestCase.java:83:29:83:87                          | KosarajuSharirTestCase               |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledEdge>(...) { ... }                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/scc/KosarajuSharirTestCase.java:156:29:156:87                        | KosarajuSharirTestCase               |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledEdge>(...) { ... }                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/scc/TarjanTestCase.java:99:29:99:87                                  | TarjanTestCase                       |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledEdge>(...) { ... }                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/visit/VisitTestCase.java:42:29:42:87                                 | VisitTestCase                        |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledEdge>(...) { ... }                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/visit/VisitTestCase.java:59:29:59:87                                 | VisitTestCase                        |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledEdge>(...) { ... }                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/visit/VisitTestCase.java:89:29:89:87                                 | VisitTestCase                        |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledEdge>(...) { ... }                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/visit/VisitTestCase.java:131:29:131:87                               | VisitTestCase                        |
| new Mapper<BaseLabeledWeightedEdge<Double>,Double>(...) { ... }                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/benchmarks/java/org/apache/commons/graph/shortestpath/UniVsBiDijkstraBenchmarkTestCase.java:72:21:72:67 | UniVsBiDijkstraBenchmarkTestCase     |
| new Mapper<BaseLabeledWeightedEdge<Double>,Double>(...) { ... }                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/benchmarks/java/org/apache/commons/graph/spanning/MinimumSpanningTreeBenchmarkTestCase.java:55:21:55:67 | MinimumSpanningTreeBenchmarkTestCase |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Double>>(...) { ... }  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/benchmarks/java/org/apache/commons/graph/shortestpath/UniVsBiDijkstraBenchmarkTestCase.java:81:29:82:83 | UniVsBiDijkstraBenchmarkTestCase     |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Double>>(...) { ... }  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/benchmarks/java/org/apache/commons/graph/spanning/MinimumSpanningTreeBenchmarkTestCase.java:64:29:65:83 | MinimumSpanningTreeBenchmarkTestCase |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Double>>(...) { ... }  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/builder/GraphBuilderTestCase.java:65:29:66:83                        | GraphBuilderTestCase                 |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Double>>(...) { ... }  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/export/ExportTestCase.java:41:29:42:83                               | ExportTestCase                       |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Double>>(...) { ... }  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/model/GraphSerializationTestCase.java:70:20:70:94                    | GraphSerializationTestCase           |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Double>>(...) { ... }  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/shortestpath/BidirDijkstraTestCase.java:67:29:68:83                  | BidirDijkstraTestCase                |
| new Iterator<V>(...) { ... }                                                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/main/java/org/apache/commons/graph/coloring/UncoloredOrderedVertices.java:54:20:54:30                   | UncoloredOrderedVertices             |
| new AbstractGraphConnection<V,EdgeWrapper<WE>>(...) { ... }                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/main/java/org/apache/commons/graph/flow/DefaultMaxFlowAlgorithmSelector.java:155:21:155:63              | DefaultMaxFlowAlgorithmSelector      |
| new AbstractGraphConnection<String,GameResult>(...) { ... }                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/elo/EloTestCase.java:40:29:40:71                                     | EloTestCase                          |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Integer>>(...) { ... } | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/flow/EdmondsKarpTestCase.java:47:29:48:84                            | EdmondsKarpTestCase                  |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Integer>>(...) { ... } | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/flow/EdmondsKarpTestCase.java:144:29:145:84                          | EdmondsKarpTestCase                  |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Integer>>(...) { ... } | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/flow/FordFulkersonTestCase.java:47:29:48:84                          | FordFulkersonTestCase                |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Integer>>(...) { ... } | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/flow/FordFulkersonTestCase.java:93:29:94:84                          | FordFulkersonTestCase                |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Integer>>(...) { ... } | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/flow/FordFulkersonTestCase.java:123:29:124:84                        | FordFulkersonTestCase                |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Integer>>(...) { ... } | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/scc/CheriyanMehlhornGabowTestCase.java:63:29:64:84                   | CheriyanMehlhornGabowTestCase        |
| new AbstractGraphConnection<BaseLabeledVertex,BaseLabeledWeightedEdge<Integer>>(...) { ... } | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/scc/TarjanTestCase.java:64:29:65:84                                  | TarjanTestCase                       |
| new Heuristic<BaseLabeledVertex,Double>(...) { ... }                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/shortestpath/AStarTestCase.java:85:21:85:56                          | AStarTestCase                        |
| new Heuristic<BaseLabeledVertex,Double>(...) { ... }                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/shortestpath/AStarTestCase.java:132:21:132:56                        | AStarTestCase                        |
| new Heuristic<BaseLabeledVertex,Double>(...) { ... }                                         | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-graph/src/test/java/org/apache/commons/graph/shortestpath/AStarTestCase.java:186:25:186:60                        | AStarTestCase                        |
